lumpiness,entropy,ACF1,lshift,vchange,cpoints,fspots,linearity,curvature,spikiness,KLscore,change.idx
4.689495204,0.963338606,-0.335282502,1.402205149,1.125774289,5759,44,-0.167845859,4.76E-09,1.24E-07,235.4592671,3425
11.513935,0.962348863,-0.339386105,1.06890325,0.649851668,2886,411,0.202672255,4.09E-09,2.86E-07,553.6024495,5523
3.280776051,0.984428829,-0.137830465,0.892945608,0.717912072,468,1111,2.480612479,-1.65952929,2.07E-07,208.4619325,1760
1.450155118,0.951946576,-0.207319386,1.237792633,1.579785045,2672,735,0.891146885,-7.41E-09,6.43E-08,143.0788692,2359
7.746462179,0.704695744,-0.838225713,1.554689801,1.06660516,3380,1112,0.018571823,2.17E-10,1.62E-07,489.5461953,2120
5.337515017,0.914620408,-0.554113316,1.111862749,1.13951302,3554,462,0.042069599,0.74944517,1.71E-07,305.5123799,9159
14.45091554,0.963361966,-0.01561771,1.086233734,0.763173878,1764,123,-0.169351267,-3.98E-09,3.72E-07,259.948051,6145
42.51543143,0.960999713,-0.43143311,0.875054829,0.685577109,286,1096,-0.091070995,-1.45E-09,7.59E-07,470.3618535,2118
2.35376128,0.861760257,-0.504947102,1.421844078,1.244503813,3936,1284,0.375466232,-0.51361568,6.31E-08,154.1350417,2845
1.109749518,0.991324796,0.040181535,1.3215958,1.976884296,366,53,0.782861492,-5.60E-09,7.40E-08,150.227191,8109
1.62041835,0.891249044,-0.222270912,1.097809522,1.626341529,3613,901,-0.540363676,-1.997007318,6.27E-08,236.4377683,34
1.373186247,0.989907342,-0.089116337,1.175533888,1.742581871,2626,441,0.802121978,1.14E-08,6.91E-08,121.6615548,3412
20.26607051,0.968052312,-0.314652895,0.820580498,0.442986538,5060,25,-0.143377946,7.96E-09,6.95E-07,594.9954706,8773
1.303523816,0.987643543,0.059373432,1.272464021,1.526196455,2670,1218,-0.778823021,-0.558454195,5.90E-08,279.9548365,3645
1.77295734,0.939860236,-0.191252536,1.332706615,1.413524428,1644,172,0.240218886,-5.671077407,8.12E-08,207.3252947,9890
1.097450298,0.986395143,-0.205656349,1.271423649,1.081497196,5562,33,0.112810921,-1.54E-10,4.86E-08,159.4685827,8229
1.436646327,0.989890883,0.075944597,1.198065912,1.127992499,730,65,0.654623977,1.197858396,7.09E-08,134.2584878,3844
2.594945752,0.972300547,-0.36449708,0.946454211,0.703040754,2468,231,0.415721661,1.73E-09,1.30E-07,167.3848313,6838
0.700649209,0.911340144,-0.626881575,1.470847023,1.264583399,4450,212,1.459239505,-4.25E-08,2.47E-08,41.61040308,6231
25.2593779,0.955206827,-0.455756652,1.237729648,1.735326357,18,15,0.321819711,8.86E-09,8.41E-07,139.9621443,6165
2.111273248,0.920021035,-0.407679868,1.300716674,0.950191264,5367,218,0.117053375,1.03E-09,1.01E-07,133.171528,9340
1.532463529,0.986851386,-0.022317202,1.329494049,0.993745603,2898,721,1.500125452,-3.83E-08,6.06E-08,211.5475323,9423
7.64521234,0.88738692,-0.46888999,0.996357267,0.690935403,3658,505,-0.107383349,-9.12E-12,2.15E-07,479.9161184,997
1.985344008,0.910402023,-0.350601627,1.537883209,1.294401567,6326,116,0.312604087,-1.78E-07,9.00E-08,71.96963453,6541
1.098611131,0.828066312,-0.242469993,1.540490548,0.949781414,278,206,-1.841190394,-5.638736871,7.27E-08,137.1286532,7197
2.140576148,0.941928902,-0.055932276,0.906271672,0.720326918,692,235,1.012228873,10.7656764,1.20E-07,250.4206104,4691
1.077098137,0.946952601,-0.447568906,1.455418128,2.396073089,4890,73,-0.538905511,3.08E-09,3.72E-08,59.22065268,3491
1.960722026,0.970925762,-0.098128946,1.336663199,2.136179638,4146,56,-0.309960291,-1.46E-09,7.58E-08,181.9761017,9697
3.273532009,0.886415266,-0.750151647,1.059175115,1.352106457,4608,455,0.015048746,-3.83E-10,7.40E-08,179.2685045,1713
0.527086838,0.881118143,0.588326314,1.258639658,1.317568642,590,333,7.219847217,-15.95402506,7.65E-08,306.2334213,5064
3.373838026,0.93141022,-0.587894714,0.992459125,1.154829485,5482,285,-0.023989596,1.26E-10,1.16E-07,187.2730885,7891
64.73695737,0.914932721,-0.561143647,1.266456589,0.738994555,5204,102,0.476264856,-4.51E-10,1.84E-06,239.7810098,6902
3.23660902,0.987379163,0.003178575,1.190209526,0.591688222,4154,192,-0.515051898,-4.87E-09,2.20E-07,210.0382619,5804
1.478511589,0.876269198,0.228702575,1.057384386,1.015009512,2154,488,-0.991613773,0.329855927,6.36E-08,217.4272282,5580
1.599426891,0.836929643,-0.321776252,1.605722399,2.046668778,5819,34,-0.086917272,-6.66E-10,3.41E-08,71.05797976,8916
1.807107756,0.787806103,-0.768878272,2.065047218,2.437719009,4744,1152,-0.043840535,4.02E-09,4.67E-08,269.057879,3379
27.49774263,0.957603291,-0.085982167,1.203961067,0.793203527,26,365,10.25563684,-3.917861081,1.25E-06,244.9665567,3005
3.276092173,0.946717986,-0.070699064,1.643646874,1.808513976,4942,510,-8.069493084,0.258372991,1.14E-07,329.230856,9056
0.775963589,0.989198375,-0.069451627,1.239831784,1.10929264,4456,212,0.771284214,8.92E-05,4.83E-08,83.48685842,8812
1.118429428,0.989275541,-0.088065423,1.33174716,1.369022439,3910,252,0.74302012,-1.83E-09,4.92E-08,172.0944681,9125
1.953331673,0.827664061,-0.709122445,1.389830004,2.061120174,4798,617,-0.01199198,1.29E-10,5.07E-08,290.6651434,5131
5.173074438,0.958176186,0.026509516,0.665348025,0.349430128,352,1192,-0.268261101,-8.12E-06,2.22E-07,970.4135866,9409
3.504948511,0.959529552,-0.425394756,1.373807031,1.853084367,708,71,-0.429317275,-8.46E-08,1.03E-07,172.493358,8427
4.315413439,0.981141522,-0.125133681,0.853390277,0.615099243,734,123,-0.829909709,4.38E-10,1.71E-07,281.606705,3428
3.601613839,0.971477559,-0.382825549,1.241748304,1.358915316,5498,55,-0.704994514,4.87E-10,1.19E-07,145.9922299,9469
0.967204458,0.967706413,0.176458623,1.548566984,1.840445285,3436,248,1.377662225,-1.36E-08,3.49E-08,134.3792597,6578
0.727976752,0.891839768,-0.299955008,1.36076733,1.377538361,3530,186,0.482790878,5.78E-09,3.84E-08,107.6364644,6064
4.746300659,0.827582306,-0.801064463,1.956079221,1.94234865,5800,121,-0.193249214,-1.47E-09,5.95E-08,166.1907192,8237
4.096065954,0.968591608,0.282100284,1.078255755,0.635899435,2094,296,-4.258887315,-1.294354776,1.93E-07,664.4126187,6530
1.392082205,0.615677952,-0.875066226,1.291380487,1.415413634,6610,581,-0.004798353,-3.36E-10,3.40E-08,126.2319925,4198
1.591876831,0.914796511,-0.752708954,1.261325169,1.62496158,6288,58,0.313412015,4.02E-09,5.11E-08,119.1936278,8033
